J0030+0451,J0058-7218,J0117+5914,J0205+6449,J0437-4715,J0534+2200,J0537-6910,J0540-6919,J0614-3329,J0737-3039A,J0835-4510,J1231-1411,J1412+7922,J1537+1155,J1623-2631,J1719-1438,J1744-1134,J1745-0952,J1756-2251,J1809-1917,J1811-1925,J1813-1246,J1813-1749,J1823-3021A,J1824-2452A,J1826-1334,J1828-1101,J1831-0952,J1833-0827,J1837-0604,J1838-0655,J1849-0001,J1856+0245,J1913+1011,J1925+1720,J1935+2025,J1952+3252,J2016+3711,J2021+3651,J2022+3842,J2043+2740,J2124-3358,J2214+3000,J2222-0137,J2229+6114
0.329,59.7,1.768,3.2,0.157,2,49.7,49.7,0.667,1.1,0.28,0.42,2,0.935,1.851,0.336,0.395,0.226,0.73,3.269,5,2.635,6.147,8.02,5.37,3.608,4.77,3.683,4.5,4.768,6.6,7,6.318,4.609,5.06,4.597,3,13.298,1.8,10,1.48,0.41,0.6,0.269,3
